Movie_Name,Movie_Description,Movie_Date_Of_Release,Movie_Genres,Movie_Rate,Movie_Metascore,Movie_Length,Movie_Votes,Movie_Restriction,Movie_Gross
Corpse Bride,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.",2005,"Animation, Drama, Family",7.3,83.0,77,267480,PG,"53,359,111"
Pom Poko,A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.,1994,"Animation, Comedy, Drama",7.3,77.0,119,29643,PG,
Cinderella,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",1950,"Animation, Family, Fantasy",7.3,85.0,74,158284,G,"85,000,000"
Encanto,A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,2021,"Animation, Comedy, Family",7.2,75.0,102,205646,PG,"96,093,622"
Anomalisa,A man crippled by the mundanity of his life experiences something out of the ordinary.,2015,"Animation, Comedy, Drama",7.2,88.0,90,71506,R,"3,759,286"
Sing,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",2016,"Animation, Comedy, Family",7.1,59.0,108,164754,PG,"270,395,425"
Fantasia 2000,An update of the original film with new interpretations of great works of classical music.,1999,"Animation, Family, Fantasy",7.1,59.0,75,38336,G,"60,655,420"
A Scanner Darkly,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,2006,"Animation, Comedy, Crime",7.0,73.0,100,111586,R,"5,501,616"
The Hunchback of Notre Dame,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",1996,"Animation, Drama, Family",7.0,74.0,91,155371,G,"100,138,851"
Frankenweenie,"When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.",2012,"Animation, Comedy, Drama",6.9,74.0,87,106464,PG,"35,291,068"
Monster House,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.",2006,"Animation, Comedy, Family",6.6,68.0,91,116603,PG,"73,661,010"
The Addams Family,The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,2019,"Animation, Comedy, Family",5.8,46.0,86,38106,PG,"100,044,905"
Schindler's List,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",1993,"Biography, Drama, History",9.0,94.0,195,1326163,R,"96,898,818"
Goodfellas,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",1990,"Biography, Crime, Drama",8.7,90.0,145,1128576,R,"46,836,394"
The Intouchables,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",2011,"Biography, Comedy, Drama",8.5,57.0,112,838112,R,"13,182,281"
Sardar Udham,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.,2021,"Biography, Crime, Drama",8.5,,164,40160,TV-MA,
The Pianist,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,2002,"Biography, Drama, Music",8.5,85.0,150,811728,R,"32,572,577"
Hamilton,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",2020,"Biography, Drama, History",8.4,90.0,160,89599,PG-13,
Braveheart,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,1995,"Biography, Drama, History",8.4,68.0,178,1022428,R,"75,600,000"
Amadeus,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",1984,"Biography, Drama, Music",8.4,88.0,160,395681,R,"51,973,029"
Ayla: The Daughter of War,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ... See full summary »",2017,"Biography, Drama, History",8.3,,125,39246,,
Green Book,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,2018,"Biography, Comedy, Drama",8.2,69.0,130,470729,PG-13,"85,080,171"
Bhaag Milkha Bhaag,"The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",2013,"Biography, Drama, Sport",8.2,,186,67192,Not Rated,"1,626,289"
The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",2013,"Biography, Comedy, Crime",8.2,75.0,180,1356531,R,"116,900,694"
Downfall,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",2004,"Biography, Drama, History",8.2,82.0,156,351933,R,"5,509,040"
A Beautiful Mind,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",2001,"Biography, Drama",8.2,72.0,135,916775,PG-13,"170,742,341"
Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1980,"Biography, Drama, Sport",8.2,89.0,129,348424,R,"23,383,987"
The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",1980,"Biography, Drama",8.2,78.0,124,238209,PG,
The Passion of Joan of Arc,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",1928,"Biography, Drama, History",8.2,,114,54049,Passed,"21,877"
Hacksaw Ridge,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",2016,"Biography, Drama, History",8.1,71.0,139,508514,R,"67,209,615"
12 Years a Slave,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",2013,"Biography, Drama, History",8.1,96.0,134,690182,R,"56,671,993"
Spotlight I,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015,"Biography, Crime, Drama",8.1,93.0,129,462398,R,"45,055,776"
Hachi: A Dog's Tale,A college professor bonds with an abandoned dog he takes into his home.,2009,"Biography, Drama, Family",8.1,,93,280115,G,
Hotel Rwanda,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",2004,"Biography, Drama, History",8.1,79.0,121,352737,PG-13,"23,530,892"
Catch Me If You Can,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",2002,"Biography, Crime, Drama",8.1,75.0,141,949488,PG-13,"164,615,351"
In the Name of the Father,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,1993,"Biography, Crime, Drama",8.1,84.0,133,172973,R,"25,010,410"
Gandhi,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,1982,"Biography, Drama",8.1,79.0,191,229410,PG,"52,767,889"
The Message,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,1976,"Biography, Drama, History",8.1,,177,47307,PG,
The Sound of Music,A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,1965,"Biography, Drama, Family",8.1,63.0,172,229459,G,"163,214,286"
Inherit the Wind,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",1960,"Biography, Drama, History",8.1,75.0,128,30047,Passed,
Lion,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",2016,"Biography, Drama",8.0,69.0,118,233760,PG-13,"51,739,495"
The Imitation Game,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",2014,"Biography, Drama, Thriller",8.0,71.0,114,754980,PG-13,"91,125,683"
The King's Speech,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",2010,"Biography, Drama, History",8.0,88.0,118,673832,R,"138,797,449"
The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006,"Biography, Drama",8.0,64.0,117,500188,PG-13,"163,566,459"
The Diving Bell and the Butterfly,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,2007,"Biography, Drama",8.0,92.0,112,107398,PG-13,"5,990,075"
The Sea Inside I,"The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.",2004,"Biography, Drama",8.0,74.0,126,81464,PG-13,"2,086,345"
Cinderella Man,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",2005,"Biography, Drama, Romance",8.0,69.0,144,186463,PG-13,"61,649,911"
The Straight Story,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,1999,"Biography, Drama",8.0,86.0,112,89882,G,"6,203,044"
Dog Day Afternoon,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",1975,"Biography, Crime, Drama",8.0,86.0,125,254098,R,"50,000,000"
Mirror,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",1975,"Biography, Drama",8.0,80.0,107,46098,Not Rated,"177,345"
Papillon,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",1973,"Biography, Crime, Drama",8.0,58.0,151,129799,R,"53,267,000"
Butch Cassidy and the Sundance Kid,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",1969,"Biography, Crime, Drama",8.0,66.0,110,214193,PG,"102,308,889"
Andrei Rublev,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",1966,"Biography, Drama, History",8.0,,205,53233,R,"102,021"
Super 30,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,2019,"Biography, Drama",7.9,,154,30455,Not Rated,"2,269,878"
Pad Man,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",2018,"Biography, Comedy, Drama",7.9,,140,25715,PG-13,"1,662,927"
M.S. Dhoni: The Untold Story,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,2016,"Biography, Drama, Sport",7.9,,184,54872,Not Rated,"1,782,795"
Bohemian Rhapsody,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",2018,"Biography, Drama, Music",7.9,49.0,134,523864,PG-13,"216,428,042"
Dallas Buyers Club,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",2013,"Biography, Drama",7.9,79.0,117,481090,R,"27,298,285"
My Left Foot,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",1989,"Biography, Drama",7.9,97.0,103,73896,R,"14,743,391"
Patton,The World War II phase of the career of controversial American general George S. Patton.,1970,"Biography, Drama, War",7.9,91.0,172,101553,GP,"61,700,000"
The Lion in Winter,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",1968,"Biography, Drama, History",7.9,,134,31403,PG,"22,276,975"
In Cold Blood,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",1967,"Biography, Crime, Drama",7.9,89.0,134,26528,R,
Hidden Figures,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,2016,"Biography, Drama, History",7.8,74.0,127,224922,PG,"169,607,287"
Elvis,"Elvis is Baz Luhrmann's biopic of Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.",2022,"Biography, Drama, Music",7.8,64.0,159,35463,PG-13,
Pride I,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,2014,"Biography, Comedy, Drama",7.8,79.0,119,56532,R,
The Big Short,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",2015,"Biography, Comedy, Drama",7.8,81.0,130,420263,R,"70,259,870"
Straight Outta Compton,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",2015,"Biography, Drama, History",7.8,72.0,147,199020,R,"161,197,785"
The Irishman,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,2019,"Biography, Crime, Drama",7.8,94.0,209,376388,R,"7,000,000"
The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",2010,"Biography, Drama",7.8,95.0,120,688711,PG-13,"96,962,694"
Changeling,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,2008,"Biography, Crime, Drama",7.8,63.0,141,253866,R,"35,739,802"
American Gangster,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",2007,"Biography, Crime, Drama",7.8,76.0,157,421703,R,"130,164,645"
The World's Fastest Indian,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",2005,"Biography, Drama, Sport",7.8,68.0,127,54834,PG-13,"5,128,124"
Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",2005,"Biography, Drama, Music",7.8,72.0,136,248901,PG-13,"119,519,402"
Remember the Titans,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,2000,"Biography, Drama, Sport",7.8,48.0,113,213043,PG,"115,654,751"
The Insider,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,1999,"Biography, Drama, Thriller",7.8,84.0,157,170203,R,"28,965,197"
October Sky,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",1999,"Biography, Drama, Family",7.8,71.0,108,90078,PG,"32,481,825"
Ed Wood,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",1994,"Biography, Comedy, Drama",7.8,70.0,127,175252,R,"5,887,457"
Tombstone,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",1993,"Biography, Drama, History",7.8,50.0,130,146268,R,"56,505,065"
Awakenings,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",1990,"Biography, Drama",7.8,74.0,121,139243,PG-13,"52,096,475"
Glory,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",1989,"Biography, Drama, History",7.8,78.0,122,133952,R,"26,830,000"
The Killing Fields,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",1984,"Biography, Drama, History",7.8,76.0,141,55341,R,"34,700,291"
The Theory of Everything,A look at the relationship between the famous physicist Stephen Hawking and his wife.,2014,"Biography, Drama, Romance",7.7,71.0,123,443424,PG-13,"35,893,537"
Argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",2012,"Biography, Drama, Thriller",7.7,86.0,120,608554,R,"136,025,503"
Frost/Nixon,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,2008,"Biography, Drama, History",7.7,80.0,122,107822,R,"18,593,156"
Control,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",2007,"Biography, Drama, Music",7.7,78.0,122,65061,R,"871,577"
Ray I,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",2004,"Biography, Drama, Music",7.7,73.0,152,146861,PG-13,"75,331,600"
Finding Neverland,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,2004,"Biography, Drama, Family",7.7,67.0,106,205883,PG,"51,680,613"
Donnie Brasco,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",1997,"Biography, Crime, Drama",7.7,76.0,127,303877,R,"41,909,762"
Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1996,"Biography, Drama, Music",7.7,87.0,105,54140,PG-13,"35,811,509"
Malcolm X,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",1992,"Biography, Drama, History",7.7,73.0,202,93869,PG-13,"48,169,908"
The Last Emperor,The story of the final Emperor of China.,1987,"Biography, Drama, History",7.7,76.0,163,102414,PG-13,"43,984,230"
Serpico,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,1973,"Biography, Crime, Drama",7.7,81.0,130,121647,R,"29,800,000"
A Man for All Seasons,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",1966,"Biography, Drama, History",7.7,72.0,120,34457,G,"28,350,000"
Dark Waters,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,2019,"Biography, Drama, History",7.6,73.0,126,85855,PG-13,
The Two Popes,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",2019,"Biography, Comedy, Drama",7.6,75.0,125,122071,PG-13,
The Boy Who Harnessed the Wind,"Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.",2019,"Biography, Drama, History",7.6,68.0,113,37529,TV-PG,
Sanju,"Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life.",2018,"Biography, Comedy, Drama",7.6,,155,53741,TV-MA,"7,909,317"
Just Mercy,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,2019,"Biography, Crime, Drama",7.6,68.0,137,65889,PG-13,
Philomena,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",2013,"Biography, Comedy, Drama",7.6,77.0,98,99724,PG-13,"37,707,719"
127 Hours,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",2010,"Biography, Drama",7.6,82.0,94,373332,R,"18,335,230"
Moneyball,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,2011,"Biography, Drama, Sport",7.6,87.0,133,415255,PG-13,"75,605,492"
The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",2009,"Biography, Drama, Sport",7.6,53.0,129,326954,PG-13,"255,959,475"
Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves and pursue education beyond high school.",2007,"Biography, Crime, Drama",7.6,64.0,123,78249,PG-13,"36,605,602"
The Last King of Scotland,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,2006,"Biography, Drama, History",7.6,74.0,123,185267,R,"17,605,861"
La Vie en Rose,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",2007,"Biography, Drama, Music",7.6,66.0,140,86730,PG-13,"10,301,706"
Sophie Scholl: The Final Days,"A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose.",2005,"Biography, Crime, Drama",7.6,76.0,120,27653,Not Rated,"676,167"
The Hurricane,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",1999,"Biography, Drama, Sport",7.6,74.0,146,96785,R,"50,668,906"
King Richard,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.,2021,"Biography, Drama, Sport",7.5,76.0,144,98690,PG-13,
"tick, tick... BOOM!","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City.",2021,"Biography, Drama, Musical",7.5,74.0,120,100116,PG-13,
'83,"On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage.",2021,"Biography, Drama, History",7.5,,162,35095,,
BlacKkKlansman,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",2018,"Biography, Comedy, Crime",7.5,83.0,135,258153,R,"49,275,340"
"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",2017,"Biography, Comedy, Drama",7.5,77.0,119,210727,R,"30,014,539"
The Favourite,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",2018,"Biography, Comedy, Drama",7.5,91.0,119,196747,R,"34,366,783"
Richard Jewell,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",2019,"Biography, Crime, Drama",7.5,68.0,131,84885,R,
Fruitvale Station,"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",2013,"Biography, Crime, Drama",7.5,85.0,85,80974,R,"16,097,842"
Saving Mr. Banks,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",2013,"Biography, Comedy, Drama",7.5,65.0,125,161010,PG-13,"83,301,580"
The Greatest Showman,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,2017,"Biography, Drama, Musical",7.5,48.0,105,274925,PG,"174,340,174"
A Royal Affair,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",2012,"Biography, Drama, History",7.5,73.0,137,47442,R,"1,546,761"
The Damned United,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.,2009,"Biography, Drama, Sport",7.5,81.0,98,43875,R,"449,558"
Selma,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",2014,"Biography, Drama, History",7.5,80.0,128,91351,PG-13,"52,076,908"
Milk I,The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.,2008,"Biography, Crime, Drama",7.5,83.0,128,172166,R,"31,841,299"
Hunger,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,2008,"Biography, Crime, Drama",7.5,82.0,96,70102,Not Rated,"154,084"
42,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",2013,"Biography, Drama, Sport",7.5,62.0,128,94520,PG-13,"95,001,343"
The Assassination of Jesse James by the Coward Robert Ford,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",2007,"Biography, Crime, Drama",7.5,68.0,160,179880,R,"3,904,982"
The Great Debaters,"A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the school's first debate team, which went on to challenge Harvard in the national championship.",2007,"Biography, Drama, Romance",7.5,65.0,126,58774,PG-13,"30,226,144"
The Aviator,A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,2004,"Biography, Drama",7.5,77.0,170,357475,PG-13,"102,608,827"
Blow,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",2001,"Biography, Crime, Drama",7.5,52.0,124,258435,R,"52,990,775"
Boys Don't Cry,"A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.",1999,"Biography, Crime, Drama",7.5,86.0,118,97434,R,"11,533,945"
Quiz Show,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",1994,"Biography, Drama, History",7.5,92.0,133,69291,PG-13,"24,822,619"
Rudy,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,1993,"Biography, Drama, Sport",7.5,71.0,114,63136,PG,"22,750,363"
Chaplin,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",1992,"Biography, Comedy, Drama",7.5,47.0,143,57610,PG-13,"9,493,259"
Henry V,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",1989,"Biography, Drama, History",7.5,83.0,137,29901,PG-13,"10,161,099"
Christiane F.,A teen girl in 1970's Berlin becomes addicted to heroin. Everything in her life slowly begins to distort and disappear as she befriends a small crew of junkies and falls in love with a drug-abusing male prostitute.,1981,"Biography, Drama",7.5,,138,25125,R,
Midnight Express,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",1978,"Biography, Crime, Drama",7.5,59.0,121,79260,R,"35,000,000"
Judas and the Black Messiah,"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.",2021,"Biography, Drama, History",7.4,85.0,126,75018,R,
The Mauritanian,Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,2021,"Biography, Drama, Thriller",7.4,53.0,129,49757,R,
Darkest Hour,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",2017,"Biography, Drama, War",7.4,75.0,125,197740,PG-13,"56,468,410"
Molly's Game,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",2017,"Biography, Crime, Drama",7.4,71.0,140,168337,R,"28,780,744"
Sully,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",2016,"Biography, Drama",7.4,74.0,96,267513,PG-13,"125,070,033"
Trumbo,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",2015,"Biography, Drama",7.4,60.0,124,81161,R,"7,857,741"
